03/03/2014 12:12:07.429,-4.193,-41.204,22.148,59
03/03/2014 12:12:07.460,-3.897,-41.141,22.148,59
03/03/2014 12:12:07.492,-3.569,-41.079,22.148,59
03/03/2014 12:12:07.523,-3.25,-41.016,22.148,59
03/03/2014 12:12:07.554,-2.961,-40.953,22.148,59
03/03/2014 12:12:07.585,-2.735,-40.891,22.148,59
03/03/2014 12:12:07.617,-2.509,-40.816,22.148,59
03/03/2014 12:12:07.648,-2.282,-40.753,22.148,59
03/03/2014 12:12:07.679,-2.103,-40.741,22.148,59
03/03/2014 12:12:07.710,-1.869,-40.741,22.148,59
03/03/2014 12:12:07.742,-1.752,-40.728,22.148,59
03/03/2014 12:12:07.773,-1.588,-40.728,22.148,59
03/03/2014 12:12:07.804,-1.339,-40.716,22.148,59
03/03/2014 12:12:07.835,-1.19,-40.716,22.148,59
03/03/2014 12:12:07.867,-1.073,-40.703,22.148,59
03/03/2014 12:12:07.898,-0.949,-40.703,22.148,59
03/03/2014 12:12:07.929,-0.988,-40.703,22.148,59
03/03/2014 12:12:07.960,-1.05,-40.691,22.148,59
03/03/2014 12:12:07.992,-1.112,-40.691,22.148,59
03/03/2014 12:12:08.023,-1.183,-40.691,22.148,59
